"Year","Qrt","gross.domestic.product","gross.private.domestic.investment","export","import","nominal.consumption","nominal.consumption.durables","nominal.private.investment","nominal.fixed.nonresidential.investment","nominal.fixed.residential.investment","nominal.change.in.private.inventories","deflator.gdp","deflator.pce","deflator.pce.goods","deflator.pce.goods.durable","deflator.pce.goods.nondurable","deflator.pce.services","deflator.investment","deflator.investment.fixed","deflator.investment.fixed.nonresidential","deflator.investment.fixed.nonresidential.structures","deflator.investment.fixed.nonresidential.equipment.and.software","deflator.investment.fixed.residential","deflator.export","deflator.export.goods","deflator.export.services","deflator.imports","deflator.imports.goods","deflator.imports.services","deflator.government","income.gross.domestic","income.employees.compensation","income.employees.compensation.wage.n.salary.accruals","income.employees.compensation.wage.n.salary.disbursments","income.employees.compensation.supplements","income.taxes.preduction.and.imports","income.subsidies.production.and.imports","income.net.surplus","income.private.enterprises","income.private.enterprises.interest.and.miscellaneous","income.private.enterprises.business.transfer.payments","income.private.enterprises.proprietors.income.gross","income.private.enterprises.rental.income.gross","income.private.corporate.profits.with.inventory.valuation.gross","income.private.taxes.corporate.income","income.private.after.tax.profit.with.inventory.valuation.gross","income.private.dividends","income.private.undistributed.profit.with.inventory.valuation.gross","income.government.enterprises.surplus","income.consumption.of.fixed.capital","income.consumption.of.fixed.capital.private","income.consumption.of.fixed.capital.government","income.statistical.discrepancy","price.per.value.added.nonfinancial","price.unit.labor.cost","price.nonlabor.unit.cost","price.nonlabor.unit.cost.consumption.fixed.capital","price.nonlabor.unit.cost.taxes.less.subsidies","price.nonlabor.unit.cost.net.interest.and.miscellaneous","price.profits.with.inventories.groos","price.profits.taxes","price.prifits.aftertax.with.inventories.gross","nominal.gross.domestic.product","nominal.gross.domestic.income","nominal.net.domestic.product","nominal.net.domestic.income","nominal.gross.national.product","nominal.gross.national.income","nominal.net.national.product","nominal.net.national.income","nominal.gross.domestic.purchases","nominal.final.sales.to.domestic.purchases","nominal.disposable.personal.income","nominal.government.gross.investment","nominal.government.consumption","nominal.excise.taxes","nominal.local.sale.taxes","nominal.other.local.taxes","nominal.gdp","nominal.net.investment.consumer.durables","nominal.depreciation.durables","nominal.gross.investment.durables","nominal.stock.durables","capacity.utilization","M2","fed.interest.rate","nominal.rate.10years","real.rate.10years","labor.force","employed","weekly.hours","participation.rate","labor.cost.index","w.change.prev.qrt.annual.rate","unit.labor.cost.index","SnP.volume","SnP.price","consumption.taxes","service.durables","Output","Investment.government","Investment.fixed.nonresidential","Investment.residential","Investment.inventories","Investment.durables","Investment","Government.consumption","Consumption","unemployed","unemployment","Labor","Population"
"215",1999,2,10674.9,1797.1,1075.5,1426.1,6290,856.4,1604.7,1147.4,422.3,35.1,0.86675,0.87402,0.95576,1.14325,0.85903,0.83239,0.89295,0.89058,0.96877,0.69281,1.08603,0.73878,0.90306,0.91605,0.87272,0.85697,0.86244,0.8301,0.78982,9339.2,5303,4423.1,4417.9,880,667.1,45,2331,2316.3,560.5,67.2,738.9,206.9,742.8,254.1,488.7,298,190.8,14.7,1083.2,897.1,186,-86.7,0.909,0.594,0.213,0.098,0.085,0.03,0.102,0.031,0.071,9252.6,9339.2,8169.4,8256.1,9280.5,9367.2,8197.4,8284,9503.5,9468.4,6740.8,283.7,1325.1,63.8,298.9,45.3,9252.6,220.573,571.218,791.791,2909.04,0.815643,4465.48351648352,0.0474659340659341,0.0554,NA,139131.395604396,133215.725274725,34.3659340659341,67.1,78.6,0.5,105.936336257227,50482.63,1329.64333333333,466.808539850347,601.425410015307,10809.516870165,359.195766123927,1184.3884513352,571.618073039335,39.3084127874369,685.535292215183,2841.83105833911,1677.72403838849,6640.56177343736,5915.67032967033,0.0425185868651162,238.871281902493,2073.49322808339
"216",1999,3,10810.7,1842.2,1103.7,1477.9,6398.9,873.1,1644.5,1174.5,429.4,40.6,0.86998,0.87859,0.96049,1.1378,0.86829,0.83687,0.89268,0.88933,0.96395,0.69764,1.07648,0.7451,0.90498,0.91766,0.8754,0.86728,0.87313,0.83861,0.79711,9458.9,5377.3,4484.8,4479.6,892.5,679,46.4,2344.8,2330.6,571.8,69.1,750.6,209.2,729.8,259.2,470.7,279.1,191.6,14.2,1104.2,916,188.2,-53.8,0.91,0.599,0.216,0.1,0.085,0.031,0.095,0.031,0.064,9405.1,9458.9,8300.9,8354.7,9430.1,9483.9,8325.9,8379.7,9688,9647.4,6819.9,289.1,1355.6,64.1,305.2,45.6,9405.1,226.28,580.923,807.203,2955.322,0.814582,4531.55434782609,0.0509195652173913,0.058829347826087,NA,139495.641304348,133569.184782609,34.3673913043478,67.0336956521739,79.4,0.1,105.962820341291,47590.18,1341.98671875,472.233920258596,614.462893302865,10952.9289730443,362.685200286033,1218.42419212615,576.298483425044,45.4808878078443,702.923947959718,2907.80914824575,1700.64357491438,6718.67624988414,5926.45652173914,0.0424848867414355,239.51523176132,2080.9779312805
"217",1999,4,11004.8,1907.6,1131.3,1513.3,6524.9,878.6,1699.5,1177,438.1,84.3,0.87305,0.88343,0.9638,1.13085,0.8762,0.84245,0.89092,0.89054,0.96301,0.7036,1.07207,0.75102,0.90913,0.92253,0.87791,0.87954,0.88738,0.84103,0.80438,9655.5,5504.8,4593.2,4588,911.6,690.8,46.9,2379.8,2367.5,592.1,73.2,768.1,213.5,720.6,265.7,454.9,308.4,146.5,12.4,1127.1,936.2,190.9,-47.8,0.909,0.601,0.217,0.1,0.085,0.032,0.091,0.032,0.059,9607.7,9655.5,8480.7,8528.5,9643.2,9691,8516.1,8563.9,9910.2,9825.9,6965.1,300.2,1385.7,66.1,309.4,46.9,9607.7,221.196,591.052,812.248,2996.152,0.820403,4592.20108695652,0.053054347826087,0.0614119565217391,NA,139990.630434783,134274.630434783,34.4,67.0663043478261,80.2,1.6,106.386671622656,56857.51,1374.09875,478.136354889465,628.64047397975,11155.3041190903,373.206693353887,1222.20953053447,583.339990945647,94.622347749338,712.555013656039,2993.36170700993,1722.69325443198,6821.24915764837,5716,0.040831304082618,241.008690155429,2087.34672047455
"218",2000,1,11033.6,1880.9,1150.8,1574.7,6683,923.5,1688.8,1223.5,449.2,16.1,0.88,0.89132,0.97144,1.12544,0.88984,0.85044,0.89788,0.89611,0.96522,0.71188,1.07109,0.76403,0.91484,0.92547,0.89015,0.89588,0.90637,0.84406,0.8157,9930.4,5696.7,4759.7,4759.7,937,698.6,45.1,2428.6,2416.1,627.6,80.8,783.7,214.6,709.4,274.3,435.1,334.9,100.2,12.5,1151.6,957.7,193.9,-220.9,0.913,0.609,0.217,0.1,0.084,0.033,0.087,0.032,0.055,9709.5,9930.4,8557.9,8778.8,9740.5,9961.4,8588.9,8809.8,10067.4,10051.4,7174.9,303.4,1392.2,66.2,314.1,48,9709.5,260.098,600.627,860.725,3049.758,0.821189,4664.38131868132,0.0567549450549451,0.0647912087912088,NA,142384.120879121,136619.802197802,34.4,67.3,81.2,17.4,111.014491838242,68562.6,1420.00142857143,480.523268859669,642.075383849872,11195.1521149902,371.95047198725,1267.58666418019,587.935028729238,17.9313654666035,754.166154238672,3007.01662622592,1706.75493441216,6905.28055435212,5764.31868131869,0.0404842804501521,245.218024211793,2115.6630145486
"219",2000,2,11248.8,2011.1,1183.5,1622.7,6775.7,905,1810.9,1270.1,450.5,90.4,0.88446,0.89526,0.97608,1.12307,0.89774,0.85404,0.90046,0.89909,0.96626,0.71834,1.06937,0.77142,0.92032,0.93036,0.89707,0.8958,0.90732,0.83892,0.81983,10036.1,5736.2,4786.7,4786.7,949.5,707.3,45.5,2463.6,2452.6,643.2,84.6,819.4,212.1,693.2,273.1,420.1,355.4,64.7,11,1174.4,978,196.5,-86.9,0.919,0.612,0.221,0.102,0.085,0.034,0.086,0.032,0.055,9949.1,10036.1,8774.7,8861.6,9983.5,10070.5,8809.1,8896,10313.5,10223.1,7280.5,300.9,1426.1,66.4,316.6,49.1,9949.1,231.314,612.136,843.45,3103.991,0.822077,4741.08131868132,0.062732967032967,0.0617956043956044,NA,142574.593406593,136943.186813187,34.332967032967,67.1659340659341,82.1,-7.4,108.960723739234,61743.06,1446.59365079365,482.653084020285,655.60974827927,11421.756664259,367.02731053999,1314.44952704241,583.987970236706,100.393969849246,741.361067527071,3119.48837806706,1739.50697095739,7001.96131523453,5631.4065934066,0.0394979670560728,245.319494282912,2122.72181410644
"220",2000,3,11258.3,1979.7,1212.4,1679.4,6881.7,915,1791.7,1288.4,446,57.2,0.88979,0.90047,0.97874,1.11622,0.90488,0.8605,0.90504,0.90317,0.96949,0.72596,1.0703,0.77747,0.92303,0.93126,0.90423,0.90214,0.91411,0.84303,0.82863,10171,5850.3,4878.8,4878.8,971.5,711.3,45.8,2459.4,2451.7,652.7,88.9,826.7,213.3,670.2,254.7,415.5,366.6,48.9,7.7,1195.8,997,198.9,-153.6,0.921,0.619,0.221,0.103,0.084,0.034,0.08,0.027,0.053,10017.5,10171,8821.6,8975.2,10048,10201.6,8852.2,9005.7,10413.4,10356.2,7400.6,305.3,1434.7,66,316.6,51.1,10017.5,229.035,623.768,852.803,3145.062,0.813041,4796.25108695652,0.0652,0.0589434782608696,NA,142435.782608696,136693.184782609,34.2663043478261,66.9,82.9,8.6,111.303379299628,60291.1,1475.97888888889,481.637367152709,671.525756571285,11448.1883894186,368.439472382125,1328.94614694324,573.655575134732,63.2018976391137,755.691731437727,3103.83120381985,1731.41208983503,7079.94509576369,5742.59782608695,0.0403171009483144,244.396186022554,2129.08494183402
"221",2000,4,11325,1980.7,1202.9,1678.1,6981.1,919.5,1797.4,1292.7,450.2,54.5,0.89447,0.90546,0.97981,1.11348,0.90782,0.86745,0.90744,0.90478,0.9689,0.73467,1.06507,0.78397,0.92432,0.93261,0.90533,0.90684,0.91989,0.84235,0.83624,10204.4,5890.9,4904.3,4904.3,986.6,717.1,47,2428,2422.6,646.4,93.5,840.1,221.1,621.6,258.3,363.3,336.9,26.4,5.3,1215.4,1014.7,200.7,-74.6,0.922,0.625,0.226,0.106,0.086,0.034,0.072,0.028,0.044,10129.8,10204.4,8914.4,8989,10184.9,10259.5,8969.4,9044,10539.8,10485.3,7452.7,307.8,1453.5,66,320,51.2,10129.8,224.124,632.845,856.969,3196.044,0.803091,4867.33804347826,0.064729347826087,0.05565,NA,142943.804347826,137341.543478261,34.1663043478261,66.9,83.6,-1.5,110.885991627254,70094.5,1366.31031746032,482.848496896605,683.16158350397,11525.3130866074,368.076150387449,1334.19341521313,574.256667984744,60.0579448091688,762.192105236168,3110.96825562362,1738.13737682962,7151.40745415413,5602.26086956525,0.039192050996021,244.838789178916,2136.67868980308
"222",2001,1,11287.8,1876.1,1187.1,1653.7,7058.1,930.9,1701.3,1273.7,458.3,-30.7,0.90054,0.91181,0.97976,1.10851,0.91025,0.877,0.90684,0.90445,0.96369,0.74525,1.0522,0.79446,0.92418,0.9322,0.90581,0.90253,0.91411,0.84562,0.84266,10376.7,5999,4993.2,4993.2,1005.8,724.1,55.2,2475.4,2471.1,655.7,99.9,867.4,225.3,622.7,224.5,398.2,326.3,71.9,4.4,1233.5,1031.2,202.3,-211.6,0.924,0.627,0.228,0.108,0.086,0.034,0.068,0.022,0.047,10165.1,10376.7,8931.6,9143.2,10206.2,10417.8,8972.8,9184.4,10560.5,10591.1,7561.4,312.4,1488.6,65.2,322.3,53.1,10165.1,231.406,639.55,870.956,3241.045,0.784806,4996.51555555556,0.0559677777777778,0.0504833333333333,NA,143811.911111111,137728.077777778,34.1344444444444,67.1688888888889,84.7,10.9,113.907634899097,77280.81,1273.32903225806,483.21470481789,693.897032954146,11498.4823281363,370.730781097952,1321.69058514668,576.869823527931,-33.8542702639158,776.0442356862,3022.87501678415,1766.54878598723,7175.65852536487,6083.83333333334,0.0423040990577817,245.298910457402,2141.04942764507
"223",2001,2,11361.7,1870,1148.3,1604.4,7118.7,923.9,1699.4,1240.6,470.4,-11.6,0.90666,0.91617,0.98146,1.10068,0.91663,0.88268,0.90879,0.90772,0.96403,0.7567,1.04707,0.80416,0.92007,0.92789,0.90218,0.88526,0.89425,0.84109,0.84653,10410.3,5985.1,4966.6,4966.6,1018.5,724.1,62,2513.1,2510.1,663.9,102.8,871.6,230.6,641.3,216.6,424.6,309.9,114.7,3,1250,1045.9,204,-109,0.932,0.629,0.232,0.111,0.086,0.035,0.07,0.021,0.049,10301.3,10410.3,9051.3,9160.3,10350.9,10459.9,9100.9,9209.9,10665,10676.6,7576.8,330.9,1516.1,65.8,320.1,52.3,10301.3,214.718,649.655,864.373,3273.435,0.767916,5120.64285714286,0.0432538461538461,0.0527131868131868,NA,143413.604395604,137088.043956044,34,66.7659340659341,85.5,-5.8,112.25597419306,74683.92,1234.25031746032,478.295512841503,709.191045535487,11592.595532694,390.889868049567,1286.88941215522,584.958217270195,-12.7645051194539,777.314644234889,3038.20451228446,1790.95838304608,7219.53263736345,6325.56043956045,0.0441071156827736,243.197323419027,2148.00566189904
"224",2001,3,11330.4,1830.3,1089.2,1565.6,7151.2,928.9,1670.4,1219.6,480.9,-30.1,0.90952,0.91634,0.97631,1.09335,0.9126,0.88547,0.91262,0.91181,0.96379,0.76889,1.04047,0.81764,0.91547,0.92217,0.90018,0.87136,0.87686,0.84416,0.84976,10394.8,5971,4937.6,4937.6,1033.3,725.4,71.2,2505.2,2497.3,658.7,102.6,878.1,239.5,618.4,195,423.4,341.6,81.8,7.9,1264.4,1059,205.4,-89.6,0.935,0.633,0.235,0.114,0.086,0.035,0.067,0.02,0.047,10305.2,10394.8,9040.8,9130.4,10332.2,10421.7,9067.8,9157.3,10672.2,10702.3,7771.1,314.2,1536.3,63.7,319.5,52.5,10305.2,211.684,657.327,869.011,3306.363,0.751697,5234.30108695652,0.0350130434782609,0.0498271739130435,NA,143638.565217391,136717.956521739,33.9010869565217,66.6989130434783,86.4,-1.1,111.947270264029,72178.2,1153.70661016949,475.47853416854,722.167210865688,11577.0886766971,369.751459235549,1265.42089044294,588.156156743799,-32.9813397988506,787.828763954259,2987.88022318981,1807.92223686688,7257.68621664046,6920.60869565216,0.0481807144563028,241.83517847782,2153.53682186334
"225",2001,4,11370,1724.5,1058.5,1546.9,7267.2,1001.7,1576.6,1177.3,480.1,-80.8,0.91232,0.91683,0.96545,1.08775,0.89911,0.89165,0.91423,0.91176,0.96105,0.77368,1.03411,0.82329,0.90705,0.9133,0.89285,0.85195,0.85484,0.83776,0.85144,10376.4,5983.1,4932.2,4932.2,1050.8,737.2,46.4,2425.5,2424.5,649.5,99.8,865.8,234.1,575.5,177,398.4,342.4,56,0.9,1277.1,1070.3,206.8,-3.2,0.935,0.636,0.242,0.115,0.092,0.035,0.057,0.016,0.041,10373.1,10376.4,9096.1,9099.3,10463.1,10466.3,9186,9189.2,10730.9,10811.7,7684.6,330.6,1556.5,63.9,325.3,52.5,10373.1,272.078,665.103,937.181,3359.443,0.738352,5353.72391304348,0.0213380434782609,0.0477130434782609,NA,144210.010869565,136225.532608696,33.8,66.7,87.2,-1.7,111.471494365407,81409.85,1115.36765625,481.768703031096,734.98572282234,11623.2170197912,388.283378746594,1225.01430726809,583.148100912194,-88.3798046429025,854.48547015016,2967.26884889675,1828.07948886592,7316.26868202857,7984.47826086957,0.0553670179533608,240.245636759143,2162.06912847924
"226",2002,1,11467.1,1781.9,1075.4,1585.7,7309,981.3,1628,1149.5,491.9,-13.4,0.91555,0.91894,0.96091,1.07793,0.89721,0.8971,0.91364,0.91131,0.96126,0.78101,1.03107,0.82156,0.90516,0.91091,0.89216,0.85032,0.85222,0.84107,0.86057,10541.9,6043.9,4969,4969,1074.9,745.2,42.6,2507.2,2502.9,631.3,90.3,880.5,229.2,671.6,179.3,492.3,346,146.3,4.3,1288.3,1079.8,208.4,-43.2,0.933,0.625,0.238,0.116,0.09,0.032,0.069,0.015,0.054,10498.7,10541.9,9210.4,9253.7,10549.7,10593,9261.4,9304.7,10873.6,10887,7909.9,337.9,1598.8,65.8,325.2,54,10498.7,247.106,669.83,916.936,3393.919,0.739651,5447.14888888889,0.0173311111111111,0.0508222222222222,NA,144328.533333333,136094.244444444,33.8344444444444,66.6277777777778,88,-4.1,110.328911548162,82357,1132.21483333333,484.253596535138,747.346079986641,11730.1924834515,392.646734141325,1195.82631129975,598.738984371196,-14.6667444717445,845.340492216761,3019.88722635809,1857.83840942631,7362.76684766711,8234.28888888887,0.0570523977394782,240.258688907446,2166.19161177353
"227",2002,2,11528.1,1803.4,1104.6,1639.2,7403.4,986.4,1648.1,1128.3,506.6,13.2,0.91965,0.9261,0.9674,1.0723,0.90991,0.90458,0.9139,0.91126,0.95894,0.78958,1.02399,0.82591,0.91066,0.9148,0.90138,0.86872,0.87102,0.85761,0.8664,10647.2,6107.1,5008.8,5008.8,1098.4,756.9,39.8,2523.5,2519.2,613.1,84.2,884.2,231.7,706,186,520.1,356.6,163.5,4.4,1299.5,1089.4,210.1,-45.3,0.933,0.625,0.235,0.115,0.091,0.029,0.074,0.017,0.057,10601.9,10647.2,9302.4,9347.7,10634.7,10680,9335.2,9380.5,11020,11006.8,8015.4,340.7,1627.7,67.5,328.6,53.8,10601.9,243.774,677.967,921.741,3439.928,0.749244,5489.76593406593,0.0175,0.0510065934065934,NA,144824.923076923,136361.967032967,33.9,66.667032967033,88.9,3.3,111.239125068434,85455.91,1070.15,485.800669474139,760.574578009885,11802.8739085357,393.236380424746,1176.61167539158,613.384024893754,14.4438322917299,855.165644106935,3051.80202453168,1878.69344413666,7406.97843986741,8462.95604395604,0.0584357710272077,241.197748578028,2172.36191009939
"228",2002,3,11586.6,1808,1112.3,1666.2,7491.2,1010.4,1650.4,1120.6,511.5,18.3,0.92363,0.93078,0.96714,1.06707,0.91229,0.91175,0.91283,0.91084,0.95665,0.79668,1.01777,0.82904,0.91751,0.92264,0.90595,0.87407,0.87445,0.87271,0.87145,10681.1,6134.2,5011.7,5011.7,1122.6,772.1,41.4,2505.6,2496.5,598,79.4,893.3,212.7,713.2,193.7,519.5,338.3,181.1,9.1,1310.5,1098.8,211.7,20.6,0.935,0.625,0.236,0.116,0.092,0.028,0.075,0.017,0.058,10701.7,10681.1,9391.2,9370.6,10749.1,10728.5,9438.6,9418,11137.6,11119.3,8028.3,346.8,1649.2,67.5,335,56.9,10701.7,255.789,688.321,944.11,3489.673,0.752942,5592.4347826087,0.0173989130434783,0.0426423913043478,NA,145116.652173913,136801.282608696,33.8663043478261,66.5989130434783,89.5,-1.6,110.79416856816,99250.83,895.48859375,493.564537269817,775.870299043174,11868.9057617734,397.957427276378,1171.37929232217,616.978674129113,20.0475036354823,880.320831898459,3086.27825917484,1892.47805381835,7444.04944878017,8315.36956521738,0.0573012775629081,241.734296029848,2178.96427347358
"229",2002,4,11590.6,1808.3,1101,1696.2,7553.2,990.3,1661.3,1103.3,528.1,30,0.92894,0.93516,0.96701,1.0598,0.91597,0.91845,0.91875,0.91705,0.95866,0.80601,1.01672,0.84308,0.91933,0.92426,0.90824,0.87965,0.88131,0.8717,0.88141,10787.4,6180.3,5022,5022,1158.3,777,41.7,2550.1,2542.5,595.9,75.6,903.2,201.4,766.4,210.4,556,363.8,192.2,7.6,1321.7,1108.1,213.5,-20.4,0.939,0.623,0.233,0.115,0.092,0.026,0.082,0.019,0.063,10766.9,10787.4,9445.3,9465.7,10832.2,10852.6,9510.5,9530.9,11246.8,11216.9,8085.1,348.5,1683.8,66.8,335.7,57.2,10766.9,225.939,699.394,925.333,3524.676,0.752671,5708.99347826087,0.0144445652173913,0.0400619565217391,NA,145141.413043478,136653.086956522,33.8,66.4336956521739,90.2,2.2,111.403536495285,93050.91,886.52828125,491.573634458274,792.961917342895,11891.9882828846,395.389205931405,1150.87726618405,626.393699293068,32.6545476434118,869.971373149467,3073.66057908087,1910.34819210129,7503.17951170246,8488.32608695654,0.0584831435009786,240.999666232,2184.75596786597
"230",2003,1,11638.9,1810.4,1090.8,1675.7,7645.9,981.4,1671.5,1097.7,545.2,28.6,0.93543,0.94188,0.97322,1.04715,0.93204,0.92547,0.92323,0.92219,0.95629,0.81561,1.00933,0.86203,0.92824,0.93239,0.91891,0.90475,0.90781,0.88957,0.90118,10895.5,6261.7,5066.8,5055.4,1194.9,787.9,44.9,2557.7,2548.3,603.4,77.3,889.6,209.7,768.3,231.5,536.8,333.5,203.3,9.4,1333.2,1117.4,215.7,-8.2,0.943,0.625,0.238,0.116,0.094,0.028,0.079,0.022,0.057,10887.4,10895.5,9554.2,9562.4,10939.2,10947.3,9606,9614.2,11390.9,11362.3,8173.2,349,1724.6,68.2,339.4,58.6,10887.4,218.726,701.747,920.473,3552.174,0.759634,5800.60111111111,0.0124966666666667,0.0392066666666667,0.0207611111111111,146016.988888889,137443.077777778,33.7688888888889,66.3655555555556,91.3,2.7,112.155510366628,86064.91,860.760163934426,494.967511784941,805.838666857661,11949.7711550727,387.270023746643,1147.8735530017,632.460587218542,30.9766317678732,873.678288740023,3071.34831248667,1913.71313167181,7549.60971091425,8573.91111111111,0.0587185859423207,242.169774292043,2200.19236886604
"231",2003,2,11737.5,1821.8,1087.3,1699.6,7727.4,1011.4,1678.5,1123.8,557.8,-3.1,0.93815,0.94258,0.95911,1.03631,0.91632,0.93381,0.92136,0.92005,0.9528,0.81602,1.00419,0.86248,0.93036,0.93497,0.91996,0.89187,0.88686,0.9183,0.90358,11037.6,6351.9,5129.1,5115.4,1222.9,799.5,57.1,2597.5,2589.6,599.3,75.8,919.1,204.2,791.1,227,564.1,423.6,140.6,7.9,1345.9,1128.6,217.3,-26.1,0.943,0.627,0.234,0.115,0.093,0.026,0.082,0.021,0.061,11011.6,11037.6,9665.7,9691.8,11077.1,11103.2,9731.3,9757.3,11515.9,11519,8303,351.6,1758.4,67.9,345.6,60.4,11011.6,239.941,708.668,948.609,3590.75,0.75465,5917.01208791209,0.0124681318681319,0.0361945054945055,0.0193637362637363,146674.725274725,137654.43956044,33.667032967033,66.432967032967,92.1,1.4,112.548054652912,91841.11,937.994603174603,502.76899573511,822.4353716552,12057.1663759201,389.118838398371,1179.47103274559,646.73963454225,-3.36465892165624,910.15791978224,3121.07675818061,1946.03687553952,7602.35274219996,9020.28571428571,0.0614985690096947,241.810614636165,2207.86052204982
"232",2003,3,11930.7,1888.4,1116.8,1719.6,7882,1043.3,1745.1,1150.8,590.1,4.2,0.94337,0.94866,0.96404,1.026,0.92952,0.94052,0.92409,0.92248,0.95358,0.82205,1.0028,0.86806,0.93246,0.93386,0.92938,0.89604,0.89052,0.92495,0.90842,11194.2,6431.3,5190.2,5165.2,1241,813,47,2636.6,2630.2,592.9,75.8,945.8,186.2,829.6,247.2,582.3,394.5,187.8,6.3,1360.4,1141.5,218.9,60.9,0.948,0.628,0.234,0.115,0.095,0.024,0.085,0.023,0.062,11255.1,11194.2,9894.7,9833.8,11320.7,11259.8,9960.2,9899.4,11754.6,11750.4,8473.5,361.8,1765.8,66.9,352.4,63.4,11255.1,260.887,717.713,978.6,3636.113,0.759035,6038.26304347826,0.0101673913043478,0.042329347826087,0.0220684782608696,146486.195652174,137543.293478261,33.6336956521739,66.1336956521739,93,-3.5,111.563259174699,86374.78,1000.38046875,508.822971349061,841.284132553606,12263.1611612045,398.273926157504,1206.82061284842,679.791719466396,4.54488567990373,949.511305874132,3236.18523203164,1943.81453512692,7685.96139404599,8942.90217391305,0.0610494533911417,241.376120806977,2215.00090396595
"233",2003,4,12038.6,1959.9,1169.1,1783.8,7961.2,1043.6,1823.6,1170.4,617.4,35.8,0.94818,0.95302,0.96355,1.01665,0.93386,0.94744,0.93046,0.92993,0.95618,0.83319,1.00198,0.88428,0.93971,0.94302,0.93228,0.90134,0.89672,0.9255,0.91271,11374.8,6508.3,5255.1,5245.1,1253.2,826.9,47.3,2710,2705.8,586.4,75.7,968.1,216.6,859.1,269.3,589.8,419.4,170.3,4.3,1376.8,1156.2,220.5,40,0.95,0.629,0.232,0.114,0.095,0.023,0.088,0.026,0.062,11414.8,11374.8,10038,9998,11506.6,11466.6,10129.8,10089.8,11923.9,11888.1,8561.5,360.8,1778.3,68.4,358,65.3,11414.8,250.823,728.059,978.882,3682.023,0.765652,6032.35869565217,0.00996630434782609,0.0428652173913043,0.0200717391304348,146812.989130435,138271.358695652,33.6989130434783,66.0326086956522,93.7,1.8,112.065293840985,84600.85,1056.4525,515.938805061803,861.004200068853,12383.6653950071,395.306285676721,1224.03731514987,698.195141810286,38.4757731958763,958.87639783648,3314.0826835132,1948.37352499699,7735.90918649686,8541.63043478262,0.0581803455223835,243.124327522228,2223.34074074074
"234",2004,1,12117.9,1970.1,1197,1829.2,8098.1,1057.5,1853.6,1164.6,637.6,51.4,0.95643,0.96089,0.97191,1.01592,0.94717,0.95503,0.94087,0.93929,0.95908,0.85052,0.99922,0.90507,0.9514,0.95563,0.94192,0.9212,0.91824,0.93678,0.92766,11567.3,6545.7,5281.8,5285.4,1263.9,843.5,44.8,2826.2,2822.5,564.4,77.8,1002.1,204.2,974,277.6,696.4,451.3,245.2,3.7,1396.7,1172.8,223.8,22.6,0.955,0.618,0.232,0.114,0.095,0.023,0.104,0.028,0.076,11589.9,11567.3,10193.2,10170.6,11700.5,11677.9,10303.8,10281.2,12136.2,12084.8,8670.5,361.3,1823.2,71.2,363.1,68,11589.9,253.033,737.608,990.641,3742.19,0.771431,6080.33956043956,0.0100318681318681,0.0401868131868132,0.0170549450549451,146834.362637363,138487.835164835,33.7318681318681,66.0340659340659,94.7,-2.5,111.364885754479,94403.5,1132.67129032258,522.744538917046,873.391211906449,12468.5466729894,389.474591984132,1214.28869333111,704.475896891953,54.6305243849806,972.665203509327,3332.23979549346,1965.37524524071,7803.13163225523,8346.52747252746,0.0568431484470765,243.743091070862,2223.61535005242
"235",2004,2,12195.9,2055.7,1215.7,1902.6,8193.9,1062.9,1956,1204.4,675.6,76,0.9645,0.96797,0.97715,1.01478,0.95588,0.96307,0.95151,0.95053,0.96574,0.86992,1.00095,0.92426,0.96307,0.96881,0.95019,0.93391,0.93125,0.94786,0.93889,11778.4,6642.6,5369.9,5391.3,1272.8,855.7,43.6,2904.1,2902.2,565.7,80,1029.8,197.1,1029.6,298.2,731.4,447.4,284,1.9,1419.5,1190.7,228.9,-15.5,0.962,0.619,0.232,0.114,0.095,0.023,0.111,0.031,0.081,11762.9,11778.4,10343.4,10358.9,11848.8,11864.2,10429.2,10444.7,12369,12293,8820.7,372.2,1846.8,71,367.3,70.3,11762.9,245.183,750.557,995.74,3798.656,0.775063,6210.1021978022,0.0100989010989011,0.0460131868131868,0.0204714285714286,147124.340659341,138901.450549451,33.7010989010989,66,95.6,2.4,112.033075069006,88467.8,1123.1964516129,525.429507112824,889.358521058752,12559.8290139459,396.425566360276,1247.12655580177,730.963148897496,79.8738241308793,979.261244267471,3431.38681062775,1967.00358934486,7848.33861397332,8222.89010989011,0.0558907524957398,244.248068181155,2229.15667665668
